,ride_id,travel_date,travel_time,travel_from,max_capacity,number_of_ticket,day
183,6122,2018-03-27,300,Kisii,11,1,Tuesday
184,6126,2017-11-29,424,Rongo,49,1,Wednesday
185,6127,2018-03-27,426,Kisii,49,2,Tuesday
186,6128,2018-03-27,422,Kisii,49,1,Tuesday
187,6129,2018-03-27,410,Kisii,11,1,Tuesday
188,6130,2018-03-27,427,Kisii,49,1,Tuesday
189,6131,2018-03-27,370,Kisii,11,1,Tuesday
190,6132,2017-11-29,330,Keroka,11,1,Wednesday
191,6133,2018-03-27,330,Kisii,11,1,Tuesday
192,6134,2018-03-27,380,Kisii,11,4,Tuesday
193,6135,2017-11-29,432,Migori,49,6,Wednesday
194,6138,2017-11-29,429,Homa Bay,49,5,Wednesday
195,6139,2018-03-26,300,Kisii,11,2,Monday
196,6143,2018-03-26,1143,Kisii,49,1,Monday
197,6144,2018-03-26,426,Kisii,49,2,Monday
198,6145,2018-03-26,370,Kisii,11,1,Monday
199,6146,2018-03-26,400,Kisii,11,1,Monday
200,6147,2018-03-26,450,Kisii,11,1,Monday
201,6148,2018-03-26,330,Kisii,11,1,Monday
202,6149,2018-03-26,360,Kisii,11,1,Monday
203,6153,2017-11-29,425,Rongo,49,4,Wednesday
204,6154,2018-03-25,300,Kisii,11,5,Sunday
205,6162,2018-03-25,426,Kisii,49,3,Sunday
206,6163,2018-03-25,400,Kisii,11,1,Sunday
207,6164,2018-03-25,530,Kisii,11,1,Sunday
208,6165,2018-03-25,654,Kisii,11,1,Sunday
209,6166,2018-03-25,610,Kisii,11,1,Sunday
210,6167,2018-03-25,662,Kisii,11,1,Sunday
211,6168,2018-03-25,440,Kisii,11,1,Sunday
212,6169,2018-03-25,330,Kisii,11,1,Sunday
213,6171,2018-03-24,300,Kisii,11,1,Saturday
214,6176,2018-03-24,426,Kisii,49,2,Saturday
215,6177,2018-03-24,480,Kisii,49,2,Saturday
216,6178,2018-03-24,580,Kisii,11,1,Saturday
217,6179,2018-03-24,500,Kisii,11,1,Saturday
218,6180,2018-03-24,330,Kisii,11,1,Saturday
219,6183,2018-03-23,310,Kisii,11,1,Friday
220,6187,2018-03-23,1145,Kisii,49,1,Friday
221,6188,2018-03-23,480,Kisii,49,1,Friday
222,6189,2018-03-23,424,Kisii,49,3,Friday
223,6190,2018-03-23,350,Kisii,11,1,Friday
224,6191,2018-03-23,418,Kisii,11,1,Friday
225,6193,2018-03-23,510,Kisii,11,1,Friday
226,6194,2018-03-23,427,Kisii,49,1,Friday
227,6195,2018-03-23,330,Kisii,11,1,Friday
228,6199,2018-03-22,310,Kisii,11,2,Thursday
229,6200,2018-03-22,300,Kisii,11,1,Thursday
230,6202,2017-11-29,435,Migori,49,8,Wednesday
231,6206,2018-03-22,426,Kisii,49,5,Thursday
232,6207,2018-03-22,550,Kisii,11,4,Thursday
233,6208,2018-03-22,360,Kisii,11,2,Thursday
234,6209,2018-03-22,340,Kisii,11,1,Thursday
235,6210,2018-03-22,370,Kisii,11,3,Thursday
236,6211,2018-03-22,330,Kisii,11,1,Thursday
237,6212,2018-03-22,400,Kisii,11,1,Thursday
238,6215,2018-03-21,310,Kisii,11,1,Wednesday
239,6221,2018-03-21,400,Kisii,11,1,Wednesday
240,6222,2018-03-21,426,Kisii,49,6,Wednesday
241,6223,2018-03-21,424,Kisii,49,1,Wednesday
242,6224,2018-03-21,330,Kisii,11,1,Wednesday
243,6226,2018-03-20,310,Kisii,11,3,Tuesday
244,6231,2018-03-20,570,Kisii,11,1,Tuesday
245,6232,2018-03-20,500,Kisii,11,1,Tuesday
246,6233,2018-03-20,432,Kisii,49,1,Tuesday
247,6234,2018-03-20,530,Kisii,11,1,Tuesday
248,6235,2018-03-20,426,Kisii,49,1,Tuesday
249,6236,2018-03-20,470,Kisii,11,1,Tuesday
250,6237,2018-03-20,435,Kisii,49,1,Tuesday
251,6238,2018-03-20,330,Kisii,11,1,Tuesday
252,6239,2018-03-20,428,Kisii,49,1,Tuesday
253,6242,2018-03-19,310,Kisii,11,1,Monday
254,6243,2017-11-29,426,Keroka,49,1,Wednesday
255,6245,2017-11-29,424,Homa Bay,49,11,Wednesday
256,6251,2018-03-19,426,Kisii,49,2,Monday
257,6252,2018-03-19,340,Kisii,11,1,Monday
258,6253,2018-03-19,427,Kisii,49,1,Monday
259,6254,2018-03-19,350,Kisii,11,1,Monday
260,6255,2018-03-19,330,Kisii,11,1,Monday
261,6261,2017-11-29,428,Migori,49,1,Wednesday
262,6262,2018-03-18,300,Kisii,11,1,Sunday
263,6267,2018-03-18,426,Kisii,49,2,Sunday
264,6268,2018-03-18,651,Kisii,11,2,Sunday
265,6269,2018-03-18,330,Kisii,11,2,Sunday
266,6277,2018-03-17,426,Kisii,49,3,Saturday
267,6278,2018-03-17,550,Kisii,11,1,Saturday
268,6279,2018-03-17,424,Kisii,49,1,Saturday
269,6280,2018-03-17,340,Kisii,11,1,Saturday
270,6281,2018-03-17,330,Kisii,11,1,Saturday
271,6282,2018-03-17,320,Kisii,11,1,Saturday
272,6301,2018-03-16,350,Kisii,11,1,Friday
273,6302,2018-03-16,427,Kisii,49,24,Friday
274,6303,2018-03-16,656,Kisii,11,5,Friday
275,6305,2018-03-16,657,Kisii,11,1,Friday
276,6306,2018-03-16,655,Kisii,11,9,Friday
277,6310,2017-11-30,435,Migori,49,2,Thursday
278,6311,2017-11-30,432,Migori,49,1,Thursday
279,6314,2017-11-30,428,Rongo,49,2,Thursday
280,6315,2018-03-16,654,Kisii,11,10,Friday
281,6316,2018-03-16,653,Kisii,11,8,Friday
282,6317,2018-03-16,652,Kisii,11,8,Friday
283,6319,2018-03-16,651,Kisii,11,9,Friday
284,6321,2017-11-30,390,Keumbu,11,1,Thursday
285,6324,2018-03-16,650,Kisii,11,7,Friday
286,6325,2018-03-16,426,Kisii,49,6,Friday
287,6327,2018-03-16,640,Kisii,11,8,Friday
288,6330,2018-03-16,630,Kisii,11,8,Friday
289,6335,2018-03-16,620,Kisii,11,10,Friday
290,6337,2017-01-12,432,Migori,49,1,Thursday
291,6338,2018-03-16,610,Kisii,11,3,Friday
292,6339,2017-01-12,429,Rongo,49,1,Thursday
293,6340,2018-03-16,560,Kisii,11,10,Friday
294,6342,2018-03-16,570,Kisii,11,5,Friday
295,6343,2018-03-16,550,Kisii,11,6,Friday
296,6344,2017-01-12,434,Rongo,49,1,Thursday
297,6345,2017-01-12,420,Rongo,49,1,Thursday
298,6346,2018-03-16,540,Kisii,11,4,Friday
299,6347,2017-01-12,425,Rongo,49,5,Thursday
300,6348,2018-03-16,530,Kisii,11,5,Friday
301,6349,2018-03-16,520,Kisii,11,9,Friday
302,6350,2018-03-16,510,Kisii,11,9,Friday
303,6351,2018-03-16,500,Kisii,11,6,Friday
304,6352,2018-03-16,490,Kisii,11,10,Friday
305,6354,2018-03-16,480,Kisii,11,10,Friday
306,6355,2018-03-16,470,Kisii,11,10,Friday
307,6356,2017-01-12,428,Rongo,49,3,Thursday
308,6357,2018-03-16,460,Kisii,11,6,Friday
309,6358,2018-03-16,422,Kisii,49,11,Friday
310,6360,2018-03-16,423,Kisii,49,11,Friday
311,6361,2018-03-16,450,Kisii,11,7,Friday
312,6364,2018-03-16,440,Kisii,11,10,Friday
313,6366,2018-03-16,435,Kisii,49,11,Friday
314,6367,2018-03-16,418,Kisii,11,10,Friday
315,6368,2018-03-16,420,Kisii,11,11,Friday
316,6370,2017-01-12,410,Keroka,11,10,Thursday
317,6371,2018-03-16,410,Kisii,11,9,Friday
318,6372,2018-03-16,425,Kisii,49,2,Friday
319,6373,2018-03-16,400,Kisii,11,4,Friday
320,6375,2018-03-16,340,Kisii,11,1,Friday
321,6378,2017-01-12,400,Keroka,11,11,Thursday
322,6381,2017-01-12,390,Keroka,11,10,Thursday
323,6384,2018-03-15,426,Kisii,49,22,Thursday
324,6385,2018-03-15,480,Kisii,11,8,Thursday
325,6386,2018-03-15,580,Kisii,11,1,Thursday
326,6387,2018-03-15,540,Kisii,11,7,Thursday
327,6388,2017-01-12,380,Keroka,11,9,Thursday
328,6389,2018-03-15,427,Kisii,49,8,Thursday
329,6390,2017-01-12,370,Keroka,11,11,Thursday
330,6391,2018-03-15,530,Kisii,11,9,Thursday
331,6392,2017-01-12,360,Keroka,11,11,Thursday
332,6393,2018-03-15,500,Kisii,11,2,Thursday
333,6394,2018-03-15,520,Kisii,11,11,Thursday
334,6395,2017-01-12,350,Keroka,11,11,Thursday
335,6396,2017-01-12,340,Keroka,11,11,Thursday
336,6397,2018-03-15,510,Kisii,11,10,Thursday
337,6398,2017-01-12,330,Keroka,11,11,Thursday
338,6399,2018-03-15,350,Kisii,11,1,Thursday
339,6400,2018-03-15,490,Kisii,11,1,Thursday
340,6401,2018-03-15,470,Kisii,11,8,Thursday
341,6402,2018-03-15,460,Kisii,11,6,Thursday
342,6403,2017-01-12,658,Keroka,11,11,Thursday
343,6404,2018-03-15,450,Kisii,11,10,Thursday
344,6405,2018-03-15,440,Kisii,11,9,Thursday
345,6406,2018-03-15,418,Kisii,11,10,Thursday
346,6407,2018-03-15,420,Kisii,11,7,Thursday
347,6408,2018-03-15,410,Kisii,11,8,Thursday
348,6409,2018-03-15,421,Kisii,49,15,Thursday
349,6414,2017-01-12,300,Keumbu,11,1,Thursday
350,6420,2018-03-15,400,Kisii,11,10,Thursday
351,6422,2017-02-12,426,Keroka,49,3,Sunday
352,6423,2017-02-12,420,Rongo,49,9,Sunday
353,6424,2017-02-12,425,Rongo,49,3,Sunday
354,6425,2018-03-15,390,Kisii,11,10,Thursday
355,6426,2018-03-15,425,Kisii,49,6,Thursday
356,6428,2018-03-15,380,Kisii,11,6,Thursday
357,6434,2017-02-12,434,Rongo,49,3,Sunday
358,6435,2018-03-15,370,Kisii,11,5,Thursday
359,6436,2018-03-15,423,Kisii,49,1,Thursday
360,6440,2017-02-12,320,Keumbu,11,1,Sunday
361,6447,2018-03-15,330,Kisii,11,1,Thursday
362,6449,2018-03-14,320,Kisii,11,1,Wednesday
363,6453,2018-03-14,510,Kisii,11,3,Wednesday
364,6454,2018-03-14,500,Kisii,11,9,Wednesday
365,6455,2018-03-14,490,Kisii,11,10,Wednesday
366,6456,2018-03-14,426,Kisii,49,11,Wednesday
367,6459,2018-03-14,480,Kisii,11,9,Wednesday
368,6461,2018-03-14,470,Kisii,11,11,Wednesday
369,6464,2018-03-14,460,Kisii,11,11,Wednesday
370,6465,2018-03-14,360,Kisii,11,1,Wednesday
371,6466,2018-03-14,450,Kisii,11,3,Wednesday
372,6468,2018-03-14,350,Kisii,11,11,Wednesday
373,6470,2017-03-12,434,Rongo,49,3,Sunday
374,6471,2018-03-14,340,Kisii,11,1,Wednesday
375,6472,2018-03-14,330,Kisii,11,1,Wednesday
376,6476,2017-03-12,426,Keroka,49,1,Sunday
377,6477,2018-03-13,300,Kisii,11,1,Tuesday
378,6485,2018-03-13,426,Kisii,49,5,Tuesday
379,6486,2018-03-13,651,Kisii,11,1,Tuesday
380,6487,2018-03-13,650,Kisii,11,9,Tuesday
381,6488,2018-03-13,640,Kisii,11,10,Tuesday
382,6490,2018-03-13,630,Kisii,11,8,Tuesday
383,6491,2018-03-13,620,Kisii,11,10,Tuesday
384,6492,2017-03-12,429,Rongo,49,1,Sunday
385,6493,2018-03-13,610,Kisii,11,11,Tuesday
386,6494,2018-03-13,600,Kisii,11,3,Tuesday
387,6495,2018-03-13,590,Kisii,11,6,Tuesday
388,6496,2018-03-13,580,Kisii,11,6,Tuesday
389,6497,2018-03-13,570,Kisii,11,8,Tuesday
390,6498,2018-03-13,560,Kisii,11,8,Tuesday
391,6499,2018-03-13,550,Kisii,11,11,Tuesday
392,6500,2018-03-13,540,Kisii,11,10,Tuesday
393,6501,2018-03-13,530,Kisii,11,4,Tuesday
394,6504,2018-03-13,520,Kisii,11,9,Tuesday
395,6507,2018-03-13,500,Kisii,11,10,Tuesday
396,6508,2018-03-13,510,Kisii,11,8,Tuesday
397,6509,2018-03-13,423,Kisii,49,17,Tuesday
398,6512,2017-03-12,390,Keroka,11,2,Sunday
399,6518,2017-03-12,330,Keumbu,11,1,Sunday
400,6520,2017-03-12,310,Keumbu,11,1,Sunday
401,6522,2018-03-13,490,Kisii,11,10,Tuesday
402,6527,2018-03-13,480,Kisii,11,10,Tuesday
403,6529,2017-04-12,424,Rongo,49,3,Wednesday
404,6530,2018-03-13,470,Kisii,11,8,Tuesday
405,6531,2017-04-12,433,Rongo,49,3,Wednesday
406,6532,2017-04-12,429,Homa Bay,49,25,Wednesday
407,6533,2018-03-13,460,Kisii,11,8,Tuesday
408,6534,2018-03-13,421,Kisii,49,5,Tuesday
409,6535,2017-04-12,432,Migori,49,15,Wednesday
410,6536,2018-03-13,450,Kisii,11,11,Tuesday
411,6537,2017-04-12,424,Homa Bay,49,1,Wednesday
412,6538,2017-04-12,430,Homa Bay,49,1,Wednesday
413,6539,2017-04-12,425,Rongo,49,5,Wednesday
414,6540,2017-04-12,434,Rongo,49,11,Wednesday
415,6541,2018-03-13,440,Kisii,11,7,Tuesday
416,6542,2018-03-13,428,Kisii,49,5,Tuesday
417,6543,2018-03-13,418,Kisii,11,8,Tuesday
418,6544,2018-03-13,420,Kisii,11,11,Tuesday
419,6545,2018-03-13,410,Kisii,11,8,Tuesday
420,6546,2018-03-13,400,Kisii,11,7,Tuesday
421,6547,2018-03-13,330,Kisii,11,1,Tuesday
422,6550,2018-12-03,320,Kisii,11,1,Monday
423,6557,2018-12-03,426,Kisii,49,12,Monday
424,6558,2018-12-03,500,Kisii,11,10,Monday
425,6559,2018-12-03,560,Kisii,11,3,Monday
426,6560,2017-04-12,427,Kijauri,49,3,Wednesday
427,6561,2018-12-03,380,Kisii,11,11,Monday
428,6562,2018-12-03,550,Kisii,11,1,Monday
429,6563,2018-12-03,490,Kisii,11,8,Monday
430,6564,2018-12-03,450,Kisii,11,8,Monday
431,6565,2018-12-03,530,Kisii,11,4,Monday
432,6566,2018-12-03,520,Kisii,11,8,Monday
433,6567,2018-12-03,510,Kisii,11,11,Monday
434,6568,2017-04-12,420,Kijauri,11,5,Wednesday
435,6569,2018-12-03,480,Kisii,11,11,Monday
436,6570,2017-04-12,426,Kijauri,49,1,Wednesday
437,6571,2018-12-03,470,Kisii,11,9,Monday
438,6572,2018-12-03,460,Kisii,11,11,Monday
439,6573,2018-12-03,418,Kisii,11,6,Monday
440,6574,2017-04-12,300,Keroka,11,4,Wednesday
441,6575,2018-12-03,1144,Kisii,49,31,Monday
442,6576,2017-04-12,431,Homa Bay,49,1,Wednesday
443,6577,2017-04-12,380,Kijauri,11,1,Wednesday
444,6580,2017-04-12,300,Keumbu,11,1,Wednesday
445,6585,2018-12-03,420,Kisii,11,8,Monday
446,6591,2018-12-03,410,Kisii,11,8,Monday
447,6592,2018-12-03,423,Kisii,49,4,Monday
448,6593,2018-12-03,400,Kisii,11,7,Monday
449,6594,2017-05-12,425,Rongo,49,5,Friday
450,6595,2018-12-03,419,Kisii,49,2,Monday
451,6596,2017-05-12,420,Rongo,49,6,Friday
452,6597,2017-05-12,428,Migori,49,2,Friday
453,6598,2017-05-12,432,Migori,49,25,Friday
454,6599,2017-05-12,429,Homa Bay,49,27,Friday
455,6600,2017-05-12,424,Rongo,49,10,Friday
456,6601,2018-12-03,390,Kisii,11,11,Monday
457,6602,2017-05-12,422,Oyugis,49,1,Friday
458,6603,2017-05-12,434,Rongo,49,21,Friday
459,6604,2018-12-03,435,Kisii,49,5,Monday
460,6605,2018-12-03,425,Kisii,49,3,Monday
461,6606,2017-05-12,426,Keroka,49,6,Friday
462,6607,2018-12-03,370,Kisii,11,7,Monday
463,6608,2018-12-03,350,Kisii,11,1,Monday
464,6609,2018-12-03,330,Kisii,11,1,Monday
465,6612,2017-05-12,430,Homa Bay,49,8,Friday
466,6613,2018-11-03,320,Kisii,11,6,Saturday
467,6614,2018-11-03,300,Kisii,11,2,Saturday
468,6618,2017-05-12,435,Migori,49,21,Friday
469,6621,2018-11-03,424,Kisii,49,1,Saturday
470,6622,2018-11-03,426,Kisii,49,24,Saturday
471,6623,2018-11-03,434,Kisii,49,1,Saturday
472,6624,2018-11-03,660,Kisii,11,1,Saturday
473,6625,2018-11-03,658,Kisii,11,4,Saturday
474,6626,2017-05-12,429,Rongo,49,4,Friday
475,6627,2018-11-03,657,Kisii,11,6,Saturday
476,6628,2018-11-03,656,Kisii,11,10,Saturday
477,6629,2018-11-03,655,Kisii,11,7,Saturday
478,6630,2018-11-03,654,Kisii,11,11,Saturday
479,6631,2018-11-03,653,Kisii,11,10,Saturday
480,6632,2018-11-03,652,Kisii,11,9,Saturday
481,6633,2018-11-03,651,Kisii,11,11,Saturday
482,6634,2018-11-03,650,Kisii,11,8,Saturday
483,6635,2018-11-03,640,Kisii,11,11,Saturday
484,6636,2017-05-12,426,Kijauri,49,10,Friday
485,6637,2018-11-03,630,Kisii,11,10,Saturday
486,6638,2018-11-03,620,Kisii,11,11,Saturday
487,6639,2018-11-03,610,Kisii,11,10,Saturday
488,6640,2018-11-03,600,Kisii,11,8,Saturday
489,6641,2018-11-03,590,Kisii,11,8,Saturday
490,6642,2018-11-03,580,Kisii,11,11,Saturday
491,6643,2018-11-03,570,Kisii,11,8,Saturday
492,6644,2017-05-12,300,Keumbu,11,2,Friday
493,6645,2018-11-03,560,Kisii,11,11,Saturday
494,6646,2017-05-12,540,Keroka,11,2,Friday
495,6647,2018-11-03,550,Kisii,11,11,Saturday
